title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
9245-32 Gordonbrook,Topographic map of 1:25000 9245-32 Gordonbrook displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16208896,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-32-gordonbrook-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-26.437500,151.750000,-26.375000,-26.500000,151.625000
9245-33 Dangore,Topographic map of 1:25000 9245-33 Dangore displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18132992,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-33-dangore-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-26.437500,151.625000,-26.375000,-26.500000,151.500000
9245-34 Pedwell Creek,Topographic map of 1:25000 9245-34 Pedwell Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16718848,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-34-pedwell-creek-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-26.312500,151.625000,-26.250000,-26.375000,151.500000
9245-41 Stonelands,Topographic map of 1:25000 9245-41 Stonelands displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17707008,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-41-stonelands-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-26.062500,151.750000,-26.000000,-26.125000,151.625000
9245-42 Hivesville,Topographic map of 1:25000 9245-42 Hivesville displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19286016,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-42-hivesville-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-26.187500,151.750000,-26.125000,-26.250000,151.625000
9245-43 Proston,Topographic map of 1:25000 9245-43 Proston displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19065856,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-43-proston-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-26.187500,151.625000,-26.125000,-26.250000,151.500000
9245-44 Speedwell,Topographic map of 1:25000 9245-44 Speedwell displaying graphic representations of features including relief hydrography vegetation and cultural,2002,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17917952,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9245-44-speedwell-ed-1-2002.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-26.062500,151.625000,-26.000000,-26.125000,151.500000
9246-11 Coalstoun Lakes,Topographic map of 1:25000 9246-11 Coalstoun Lakes displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23017472,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-11-coalstoun-lakes-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.562500,152.000000,-25.500000,-25.625000,151.875000
9246-12 Coongara,Topographic map of 1:25000 9246-12 Coongara displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,28377088,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-12-coongara-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.687500,152.000000,-25.625000,-25.750000,151.875000
9246-13 Ban Ban Springs,Topographic map of 1:25000 9246-13 Ban Ban Springs displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19810304,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-13-ban-ban-springs-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.687500,151.875000,-25.625000,-25.750000,151.750000
9246-14 Byrnestown,Topographic map of 1:25000 9246-14 Byrnestown displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22508544,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-14-byrnestown-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.562500,151.875000,-25.500000,-25.625000,151.750000
9246-21 Sefton,Topographic map of 1:25000 9246-21 Sefton displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,30791680,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-21-sefton-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.812500,152.000000,-25.750000,-25.875000,151.875000
9246-22 Booubyjan,Topographic map of 1:25000 9246-22 Booubyjan displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23852032,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-22-booubyjan-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.937500,152.000000,-25.875000,-26.000000,151.875000
9246-23 Mount Marcella,Topographic map of 1:25000 9246-23 Mount Marcella displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,21122048,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-23-mount-marcella-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.937500,151.875000,-25.875000,-26.000000,151.750000
9246-24 Boonara Creek,Topographic map of 1:25000 9246-24 Boonara Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22403072,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-24-boonara-creek-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.812500,151.875000,-25.750000,-25.875000,151.750000
9246-31 Aranbanga,Topographic map of 1:25000 9246-31 Aranbanga displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23323648,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-31-aranbanga-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.812500,151.750000,-25.750000,-25.875000,151.625000
9246-32 Coongaroo,Topographic map of 1:25000 9246-32 Coongaroo displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,21981184,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-32-coongaroo-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.937500,151.750000,-25.875000,-26.000000,151.625000
9246-33 Wigton,Topographic map of 1:25000 9246-33 Wigton displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,24387584,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-33-wigton-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.937500,151.625000,-25.875000,-26.000000,151.500000
9246-34 Abernethy,Topographic map of 1:25000 9246-34 Abernethy displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,26793984,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-34-abernethy-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.812500,151.625000,-25.750000,-25.875000,151.500000
9246-41 Wetheron,Topographic map of 1:25000 9246-41 Wetheron displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18672640,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-41-wetheron-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.562500,151.750000,-25.500000,-25.625000,151.625000
9246-42 Mount Brian,Topographic map of 1:25000 9246-42 Mount Brian displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22775808,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-42-mount-brian-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.687500,151.750000,-25.625000,-25.750000,151.625000
9246-43 Gayndah,Topographic map of 1:25000 9246-43 Gayndah displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,20621312,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-43-gayndah-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.687500,151.625000,-25.625000,-25.750000,151.500000
9246-44 Ideraway,Topographic map of 1:25000 9246-44 Ideraway displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19013632,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9246-44-ideraway-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.562500,151.625000,-25.500000,-25.625000,151.500000
9247-11 Wallaville,Topographic map of 1:25000 9247-11 Wallaville displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22902784,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-11-wallaville-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.062500,152.000000,-25.000000,-25.125000,151.875000
9247-12 Morganville,Topographic map of 1:25000 9247-12 Morganville displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,25253888,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-12-morganville-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.187500,152.000000,-25.125000,-25.250000,151.875000
9247-13 Mount Gongiberoo,Topographic map of 1:25000 9247-13 Mount Gongiberoo displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,27695104,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-13-mount-gongiberoo-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.187500,151.875000,-25.125000,-25.250000,151.750000
9247-14 Moolboolaman,Topographic map of 1:25000 9247-14 Moolboolaman displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,26766336,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-14-moolboolaman-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.062500,151.875000,-25.000000,-25.125000,151.750000
9247-21 Paradise,Topographic map of 1:25000 9247-21 Paradise displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,25616384,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-21-paradise-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.312500,152.000000,-25.250000,-25.375000,151.875000
9247-22 Mount Shamrock,Topographic map of 1:25000 9247-22 Mount Shamrock displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,24229888,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-22-mount-shamrock-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-25.437500,152.000000,-25.375000,-25.500000,151.875000
9247-23 Didcot,Topographic map of 1:25000 9247-23 Didcot displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23778304,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-23-didcot-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.437500,151.875000,-25.375000,-25.500000,151.750000
9247-24 Lake Paradise,Topographic map of 1:25000 9247-24 Lake Paradise displaying graphic representations of features including relief hydrography vegetation and cultural+B49,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22630400,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-24-lake-paradise-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-25.312500,151.875000,-25.250000,-25.375000,151.750000
9247-31 Sunday Creek,Topographic map of 1:25000 9247-31 Sunday Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,27930624,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-31-sunday-creek-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.312500,151.750000,-25.250000,-25.375000,151.625000
9247-32 Yenda,Topographic map of 1:25000 9247-32 Yenda displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,21848064,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-32-yenda-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.437500,151.750000,-25.375000,-25.500000,151.625000
9247-33 Bandon,Topographic map of 1:25000 9247-33 Bandon displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18628608,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-33-bandon-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.437500,151.625000,-25.375000,-25.500000,151.500000
9247-34 Mungy,Topographic map of 1:25000 9247-34 Mungy displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,27696128,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-34-mungy-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.312500,151.625000,-25.250000,-25.375000,151.500000
9247-41 Boolbunda,Topographic map of 1:25000 9247-41 Boolbunda displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,29423616,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-41-boolbunda-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.062500,151.750000,-25.000000,-25.125000,151.625000
9247-42 Mount Perry,Topographic map of 1:25000 9247-42 Mount Perry displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,28740608,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-42-mount-perry-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-25.187500,151.750000,-25.125000,-25.250000,151.625000
9247-43 Tenningering,Topographic map of 1:25000 9247-43 Tenningering displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,29078528,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-43-tenningering-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.187500,151.625000,-25.125000,-25.250000,151.500000
9247-44 Wolca,Topographic map of 1:25000 9247-44 Wolca displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 1,Digital format: image---jpeg Original format: copy print : colour,28875776,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9247-44-wolca-ed-1-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-25.062500,151.625000,-25.000000,-25.125000,151.500000
9248-11 Tottenham,Topographic map of 1:25000 9248-11 Tottenham displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17966080,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-11-tottenham-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.562500,152.000000,-24.500000,-24.625000,151.875000
9248-12 Rosedale,Topographic map of 1:25000 9248-12 Rosedale displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23136256,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-12-rosedale-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.687500,152.000000,-24.625000,-24.750000,151.875000
9248-13 Two Mile Knob,Topographic map of 1:25000 9248-13 Two Mile Knob displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,25728000,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-13-two-mile-knob-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.687500,151.875000,-24.625000,-24.750000,151.750000
9248-14 Berajondo,Topographic map of 1:25000 9248-14 Berajondo displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22489088,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-14-berajondo-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.562500,151.875000,-24.500000,-24.625000,151.750000
9248-21 Moolyung,Topographic map of 1:25000 9248-21 Moolyung displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,26401792,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-21-moolyung-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.812500,152.000000,-24.750000,-24.875000,151.875000
9248-22 Gin Gin,Topographic map of 1:25000 9248-22 Gin Gin displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,29321216,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-22-gin-gin-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.937500,152.000000,-24.875000,-25.000000,151.875000
9248-23 Steeple,Topographic map of 1:25000 9248-23 Steeple displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,30759936,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-23-steeple-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.937500,151.875000,-24.875000,-25.000000,151.750000
9248-24 Mount Whacogo,Topographic map of 1:25000 9248-24 Mount Whacogo displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,26224640,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-24-mount-whacogo-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.812500,151.875000,-24.750000,-24.875000,151.750000
9248-31 Kolonga,Topographic map of 1:25000 9248-31 Kolonga displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,27591680,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-31-kolonga-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.812500,151.750000,-24.750000,-24.875000,151.625000
